"TOA5","1","CR1000X","5122","CR1000X.Std.03.02","CPU:TDG_191227_Enc.CR1X","49734","FWS"
"TIMESTAMP","RECORD","AirTemp","Humidity","Baro","Lat_deg","Lat_min","Long_deg","Long_min"
"TS","RN","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-09-09 06:02:00",2086,22.5,95,985,29,0.885,105,51
"2020-09-09 07:02:00",2087,22.5,95.2,985,29,0.886,105,51
"2020-09-09 08:02:00",2088,22.7,96,985,29,0.887,105,51
"2020-09-09 09:02:00",2089,24.5,96.7,985,29,0.886,105,51
"2020-09-09 10:02:00",2090,26.7,81.4,985,29,0.885,105,51
"2020-09-09 11:02:00",2091,29.3,70.4,984,29,0.884,105,51
"2020-09-09 12:02:00",2092,30.6,64.8,983,29,0.885,105,51
"2020-09-09 13:02:00",2093,31.6,59,982,29,0.887,105,51
"2020-09-09 14:02:00",2094,31.4,60.1,981,29,0.888,105,51
"2020-09-09 15:02:00",2095,32.6,55.5,981,29,0.887,105,51
"2020-09-09 16:02:00",2096,32.6,56.2,980,29,0.886,105,51
"2020-09-09 17:02:00",2097,31.4,60.3,979,29,0.884,105,51
"2020-09-09 18:02:00",2098,30.2,66.7,980,29,0.887,105,51
"2020-09-09 19:02:00",2099,29.1,71,980,29,0.886,105,51
"2020-09-09 20:02:00",2100,28.1,74.3,981,29,0.886,105,51
"2020-09-09 21:02:00",2101,27.6,76,982,29,0.887,105,51
"2020-09-09 22:02:00",2102,26.4,83.1,982,29,0.886,105,51
"2020-09-09 23:02:00",2103,23.5,97.9,983,29,0.885,105,51
"2020-09-10 00:02:00",2104,23,94.7,983,29,0.886,105,51
"2020-09-10 01:02:00",2105,22.3,94.1,983,29,0.886,105,51
"2020-09-10 02:02:00",2106,22,94.3,983,29,0.887,105,51
"2020-09-10 03:02:00",2107,22,94.6,983,29,0.885,105,51
"2020-09-10 04:02:00",2108,21.8,94.6,982,29,0.884,105,51
"2020-09-10 05:02:00",2109,22,94.8,982,29,0.884,105,51
"2020-09-10 06:02:00",2110,21.8,95,982,29,0.885,105,51
"2020-09-10 07:02:00",2111,21.8,95.8,983,29,0.886,105,51
"2020-09-10 08:02:00",2112,22,95.3,983,29,0.888,105,51
"2020-09-10 09:02:00",2113,22.3,95.5,984,29,0.885,105,51
"2020-09-10 10:02:00",2114,22.7,95.6,984,29,0.884,105,51
"2020-09-10 11:02:00",2115,22.8,95.8,984,29,0.885,105,51
"2020-09-10 12:02:00",2116,23.3,98.2,984,29,0.886,105,51
"2020-09-10 13:02:00",2117,23.3,96.1,983,29,0.887,105,51
"2020-09-10 14:02:00",2118,23,96.3,983,29,0.888,105,51
"2020-09-10 15:02:00",2119,23.3,98.6,982,29,0.887,105,51
"2020-09-10 16:02:00",2120,23.1,96.6,982,29,0.888,105,51
"2020-09-10 17:02:00",2121,23,96.8,982,29,0.888,105,51
"2020-09-10 18:02:00",2122,22.8,97,982,29,0.888,105,51
"2020-09-10 19:02:00",2123,22.5,97.1,982,29,0.887,105,51
"2020-09-10 20:02:00",2124,22.7,97.3,983,29,0.889,105,51
"2020-09-10 21:02:00",2125,22.7,98.2,984,29,0.887,105,51
"2020-09-10 22:02:00",2126,22.7,97.6,984,29,0.885,105,51
"2020-09-10 23:02:00",2127,23,97.8,984,29,0.886,105,51
"2020-09-11 00:02:00",2128,22.5,94,984,29,0.887,105,51
"2020-09-11 01:02:00",2129,22.7,94.1,984,29,0.886,105,51
"2020-09-11 02:02:00",2130,22.5,94.4,984,29,0.885,105,51
"2020-09-11 03:02:00",2131,22.3,94.6,984,29,0.885,105,51
"2020-09-11 04:02:00",2132,22,94.6,984,29,0.886,105,51
"2020-09-11 05:02:00",2133,22,94.8,984,29,0.886,105,51
"2020-09-11 06:02:00",2134,22,95,984,29,0.872,105,51.01
"2020-09-11 07:02:00",2135,22.2,95.2,985,29,0.886,105,51
"2020-09-11 08:02:00",2136,22.3,95.3,985,29,0.886,105,51
"2020-09-11 09:06:20",2137,23,95.5,986,29,0.885,105,51
"2020-09-11 10:02:00",2138,23.5,97,986,29,0.885,105,51
"2020-09-11 11:02:00",2139,23.6,97.3,987,29,0.886,105,51
"2020-09-11 12:02:00",2140,25.2,90,986,29,0.887,105,51
"2020-09-11 13:02:00",2141,25.1,90,986,29,0.885,105,51
"2020-09-11 14:02:00",2142,25.6,82.2,985,29,0.884,105,51
"2020-09-11 15:02:00",2143,27.3,74,985,29,0.887,105,51
"2020-09-11 16:02:00",2144,25.8,80.9,985,29,0.889,105,51
"2020-09-11 17:02:00",2145,24.5,87.8,985,29,0.886,105,51
"2020-09-11 18:02:00",2146,24.3,93.4,985,29,0.887,105,51
"2020-09-11 19:02:00",2147,23.8,97.9,985,29,0.886,105,51
"2020-09-11 20:02:00",2148,23.8,97.2,986,29,0.885,105,51
"2020-09-11 21:02:00",2149,23.6,97.3,987,29,0.887,105,51
"2020-09-11 22:02:00",2150,23.2,97.7,988,29,0.888,105,51
"2020-09-11 23:02:00",2151,22.7,97.8,988,29,0.887,105,51
"2020-09-12 00:02:00",2152,22.3,94,989,29,0.887,105,51
"2020-09-12 01:02:00",2153,22,94.2,988,29,0.886,105,51
"2020-09-12 02:02:00",2154,21.8,94.3,988,29,0.886,105,51
"2020-09-12 03:02:00",2155,21.8,94.5,988,29,0.886,105,51
"2020-09-12 04:02:00",2156,22.2,90.7,988,29,0.886,105,51
"2020-09-12 05:02:00",2157,21.8,94.8,988,29,0.887,105,51
"2020-09-12 06:02:00",2158,22,96.8,989,29,0.886,105,51
"2020-09-12 07:02:00",2159,21.7,95.1,989,29,0.886,105,51
"2020-09-12 08:02:00",2160,21.7,95.3,990,29,0.886,105,51
"2020-09-12 09:02:00",2161,22,94.8,990,29,0.885,105,51
"2020-09-12 10:02:00",2162,22.5,92.2,990,29,0.886,105,51
"2020-09-12 11:02:00",2163,22.8,88.4,990,29,0.886,105,51
"2020-09-12 12:02:00",2164,23,85.5,990,29,0.886,105,51
"2020-09-12 13:02:00",2165,23,89.9,990,29,0.885,105,51
"2020-09-12 14:02:00",2166,23,89.2,989,29,0.886,105,51
"2020-09-12 15:02:00",2167,22.7,93.8,989,29,0.886,105,51
"2020-09-12 16:02:00",2168,23,87.1,989,29,0.888,105,51
"2020-09-12 17:02:00",2169,22.8,88.3,989,29,0.886,105,51
"2020-09-12 18:02:00",2170,22.5,91.1,989,29,0.886,105,51
"2020-09-12 19:02:00",2171,21.8,94.5,989,29,0.885,105,51
"2020-09-12 20:02:00",2172,21.2,97.3,990,29,0.887,105,51
"2020-09-12 21:02:00",2173,21,97.6,991,29,0.887,105,51
"2020-09-12 22:02:00",2174,20.8,97.6,991,29,0.887,105,51
"2020-09-12 23:02:00",2175,20.8,97.8,992,29,0.886,105,51
"2020-09-13 00:02:00",2176,21,94,992,29,0.885,105,51
"2020-09-13 01:02:00",2177,20.8,94.1,991,29,0.885,105,51
"2020-09-13 02:02:00",2178,20.7,94.3,991,29,0.886,105,51
"2020-09-13 03:02:00",2179,20.5,94.6,991,29,0.887,105,51
"2020-09-13 04:02:00",2180,20.4,94.7,990,29,0.886,105,51
"2020-09-13 05:02:00",2181,20.7,94.8,990,29,0.884,105,51
"2020-09-13 06:02:00",2182,20.3,95,990,29,0.885,105,51
"2020-09-13 07:02:00",2183,20.5,95.8,991,29,0.887,105,51
"2020-09-13 08:02:00",2184,20.7,95.3,991,29,0.886,105,51
"2020-09-13 09:02:00",2185,20.7,95.5,991,29,0.887,105,51
"2020-09-13 10:02:00",2186,20.8,95.6,992,29,0.886,105,51
"2020-09-13 11:02:00",2187,20.8,95.8,992,29,0.884,105,51
"2020-09-13 12:02:00",2188,20.7,96,991,29,0.885,105,51
"2020-09-13 13:02:00",2189,20.8,96.1,990,29,0.886,105,51
"2020-09-13 14:02:00",2190,20.7,96.3,990,29,0.887,105,51
"2020-09-13 15:02:00",2191,20.7,96.5,989,29,0.888,105,51
"2020-09-13 16:02:00",2192,21,96.6,989,29,0.887,105,51
"2020-09-13 17:02:00",2193,21.2,98.1,989,29,0.885,105,51
"2020-09-13 18:02:00",2194,21,97,989,29,0.886,105,51
"2020-09-13 19:02:00",2195,21,97.1,989,29,0.886,105,51
"2020-09-13 20:02:00",2196,20.8,97.3,990,29,0.888,105,50.99
"2020-09-13 21:02:00",2197,20.7,97.5,991,29,0.888,105,51
"2020-09-13 22:02:00",2198,20.7,97.6,991,29,0.884,105,51
"2020-09-13 23:02:00",2199,20.3,97.8,991,29,0.885,105,51
"2020-09-14 00:02:00",2200,20.3,94,991,29,0.886,105,51
"2020-09-14 01:02:00",2201,20.5,94.1,990,29,0.888,105,51
"2020-09-14 02:02:00",2202,20.5,99,990,29,0.887,105,51
"2020-09-14 03:02:00",2203,20.3,94.5,990,29,0.886,105,51
"2020-09-14 04:02:00",2204,20.2,95.3,989,29,0.884,105,51
"2020-09-14 05:02:00",2205,20,94.8,989,29,0.886,105,51
"2020-09-14 06:02:00",2206,20,95,989,29,0.886,105,51
"2020-09-14 07:02:00",2207,20,95.1,989,29,0.888,105,51
"2020-09-14 08:02:00",2208,20,95.3,990,29,0.885,105,51
"2020-09-14 09:02:00",2209,20.2,95.6,990,29,0.885,105,51
"2020-09-14 10:02:00",2210,20.2,95.6,990,29,0.884,105,51
"2020-09-14 11:02:00",2211,20.2,95.8,990,29,0.885,105,51
"2020-09-14 12:02:00",2212,20.7,96,989,29,0.888,105,51
"2020-09-14 13:02:00",2213,21,98.4,988,29,0.889,105,51
"2020-09-14 14:02:00",2214,21.7,94.8,988,29,0.887,105,51
"2020-09-14 15:02:00",2215,20.8,96.5,987,29,0.885,105,51
"2020-09-14 16:02:00",2216,21.1,97.7,986,29,0.886,105,51
"2020-09-14 17:02:00",2217,21.2,96.8,986,29,0.887,105,51
"2020-09-14 18:02:00",2218,21.5,97,986,29,0.887,105,51
"2020-09-14 19:02:00",2219,21.5,97.1,986,29,0.886,105,51
"2020-09-14 20:02:00",2220,21.3,97.3,987,29,0.887,105,51
"2020-09-14 21:02:00",2221,21.2,97.5,987,29,0.886,105,51
"2020-09-14 22:02:00",2222,21.2,97.6,988,29,0.885,105,51
"2020-09-14 23:02:00",2223,21.2,97.8,988,29,0.887,105,51
"2020-09-15 00:02:00",2224,21.2,94.8,988,29,0.887,105,51
"2020-09-15 01:02:00",2225,21,94.1,987,29,0.887,105,51
"2020-09-15 02:02:00",2226,20.8,94.3,986,29,0.886,105,51
"2020-09-15 03:02:00",2227,20.7,94.5,986,29,0.886,105,51
"2020-09-15 04:02:00",2228,20.8,94.6,986,29,0.886,105,51
"2020-09-15 05:02:00",2229,20.8,94.8,986,29,0.886,105,51
"2020-09-15 06:02:00",2230,20.8,95,986,29,0.887,105,51
"2020-09-15 07:02:00",2231,21,95.1,986,29,0.887,105,51
"2020-09-15 08:02:00",2232,20.8,95.3,987,29,0.885,105,51
"2020-09-15 09:02:00",2233,20.7,95.5,988,29,0.885,105,51
"2020-09-15 10:02:00",2234,20.8,95.6,988,29,0.886,105,51
"2020-09-15 11:02:00",2235,21.4,98.4,988,29,0.886,105,51
"2020-09-15 12:02:00",2236,23.6,86.8,987,29,0.887,105,50.99
"2020-09-15 13:02:00",2237,23.5,85.8,986,29,0.885,105,51
"2020-09-15 14:02:00",2238,24.5,82.7,986,29,0.885,105,51
"2020-09-15 15:02:00",2239,24.1,83,985,29,0.886,105,50.99
"2020-09-15 16:02:00",2240,23.3,90.9,984,29,0.888,105,51
"2020-09-15 17:02:00",2241,22.8,95.4,984,29,0.887,105,51
"2020-09-15 18:02:00",2242,22.7,96.9,984,29,0.887,105,51
"2020-09-15 19:02:00",2243,22.2,98.2,985,29,0.885,105,50.99
"2020-09-15 20:02:00",2244,22,97.3,986,29,0.887,105,51
"2020-09-15 21:02:00",2245,21.2,97.5,988,29,0.886,105,50.99
"2020-09-15 22:02:00",2246,21.2,97.6,988,29,0.889,105,50.99
"2020-09-15 23:02:00",2247,21,98.6,988,29,0.887,105,50.99
"2020-09-16 00:02:00",2248,21,94,988,29,0.887,105,50.99
"2020-09-16 01:02:00",2249,21,94.1,988,29,0.887,105,50.99
"2020-09-16 02:02:00",2250,21,94.3,987,29,0.886,105,50.99
"2020-09-16 03:02:00",2251,20.9,94.5,987,29,0.887,105,50.99
"2020-09-16 04:02:00",2252,21,94.6,987,29,0.886,105,50.99
"2020-09-16 05:02:00",2253,21,94.8,987,29,0.886,105,51
"2020-09-16 06:02:00",2254,21,95,987,29,0.886,105,50.99
"2020-09-16 07:02:00",2255,20.8,95.1,987,29,0.886,105,50.99
"2020-09-16 08:02:00",2256,21,95.3,987,29,0.887,105,50.99
"2020-09-16 09:02:00",2257,21.3,95.5,988,29,0.887,105,50.99
"2020-09-16 10:02:00",2258,21.3,95.6,988,29,0.887,105,50.99
"2020-09-16 11:02:00",2259,22.3,97.8,988,29,0.886,105,50.99
"2020-09-16 12:02:00",2260,22.2,96,988,29,0.885,105,51
"2020-09-16 13:02:00",2261,21.7,99,987,29,0.883,105,50.99
"2020-09-16 14:02:00",2262,21.5,96.3,987,29,0.889,105,50.99
"2020-09-16 15:02:00",2263,21.8,96.5,986,29,0.889,105,50.99
"2020-09-16 16:02:00",2264,21.8,96.6,986,29,0.889,105,50.99
"2020-09-16 17:02:00",2265,21.8,96.8,986,29,0.887,105,51
"2020-09-16 18:02:00",2266,21.7,97,986,29,0.885,105,50.99
"2020-09-16 19:02:00",2267,21.3,97.1,986,29,0.884,105,50.99
"2020-09-16 20:02:00",2268,21.3,97.3,987,29,0.887,105,50.99
"2020-09-16 21:02:00",2269,21.2,97.5,987,29,0.888,105,50.99
"2020-09-16 22:02:00",2270,21.2,97.6,988,29,0.886,105,50.99
"2020-09-16 23:02:00",2271,21.2,97.8,988,29,0.885,105,50.99
"2020-09-17 00:02:00",2272,21,94,988,29,0.886,105,51
"2020-09-17 01:02:00",2273,21.2,94.1,988,29,0.887,105,50.99
"2020-09-17 02:02:00",2274,21,94.3,988,29,0.886,105,50.99
"2020-09-17 03:02:00",2275,21,94.5,988,29,0.887,105,50.99
"2020-09-17 04:02:00",2276,20.8,99,988,29,0.886,105,50.99
"2020-09-17 05:02:00",2277,20.8,94.8,988,29,0.884,105,50.99
"2020-09-17 06:02:00",2278,20.7,95.8,988,29,0.885,105,50.99
"2020-09-17 07:02:00",2279,19.9,95.1,989,29,0.888,105,50.99
"2020-09-17 08:02:00",2280,19.7,95.3,990,29,0.888,105,50.99
"2020-09-17 09:02:00",2281,19.5,95.5,992,29,0.887,105,50.99
"2020-09-17 10:02:00",2282,19.4,95.6,993,29,0.885,105,50.99
"2020-09-17 11:02:00",2283,19,98.3,994,29,0.884,105,50.99
"2020-09-17 12:02:00",2284,19.2,96,994,29,0.887,105,50.99
"2020-09-17 13:02:00",2285,19.5,96.1,994,29,0.889,105,50.99
"2020-09-17 14:02:00",2286,19.5,97.8,994,29,0.888,105,50.99
"2020-09-17 15:02:00",2287,19,96.5,993,29,0.888,105,50.99
"2020-09-17 16:02:00",2288,19.4,96.8,993,29,0.886,105,51
"2020-09-17 17:02:00",2289,19.2,96.2,993,29,0.885,105,50.99
"2020-09-17 18:02:00",2290,19.4,97.6,993,29,0.886,105,50.99
"2020-09-17 19:02:00",2291,18.9,97.2,994,29,0.888,105,50.99
"2020-09-17 20:02:00",2292,18.9,97.3,994,29,0.889,105,50.99
"2020-09-17 21:02:00",2293,19,97.5,995,29,0.887,105,50.99
"2020-09-17 22:02:00",2294,19,97.6,996,29,0.886,105,51
"2020-09-17 23:02:00",2295,19,97.8,996,29,0.886,105,50.99
"2020-09-18 00:02:00",2296,19,94.8,996,29,0.887,105,50.99
"2020-09-18 01:02:00",2297,19.2,94.1,996,29,0.887,105,50.99
"2020-09-18 02:02:00",2298,19.2,94.3,996,29,0.886,105,50.99
"2020-09-18 03:02:00",2299,19.2,94.5,995,29,0.885,105,50.99
"2020-09-18 04:02:00",2300,19.4,94.6,995,29,0.885,105,50.99
"2020-09-18 05:02:00",2301,19.2,94.8,995,29,0.885,105,50.99
"2020-09-18 06:02:00",2302,19.4,97.7,995,29,0.888,105,50.99
"2020-09-18 07:02:00",2303,19.4,97.5,995,29,0.888,105,50.99
"2020-09-18 08:02:00",2304,19.7,97.6,996,29,0.885,105,50.99
"2020-09-18 09:02:00",2305,20.3,92.9,996,29,0.886,105,50.99
"2020-09-18 10:02:00",2306,21.3,88.5,995,29,0.886,105,50.99
"2020-09-18 11:02:00",2307,22.3,83,994,29,0.888,105,50.99
"2020-09-18 12:02:00",2308,23.1,79,994,29,0.891,105,50.99
"2020-09-18 13:02:00",2309,23,80.5,993,29,0.891,105,50.99
"2020-09-18 14:02:00",2310,23.5,80.5,992,29,0.889,105,50.99
"2020-09-18 15:02:00",2311,24.8,78.8,991,29,0.887,105,50.99
"2020-09-18 16:02:00",2312,25.6,71.6,990,29,0.889,105,50.99
"2020-09-18 17:02:00",2313,25.5,74,990,29,0.888,105,50.99
"2020-09-18 18:02:00",2314,23.5,82.4,991,29,0.888,105,50.99
"2020-09-18 19:02:00",2315,21.8,93.6,991,29,0.888,105,50.99
"2020-09-18 20:02:00",2316,21,97.3,992,29,0.888,105,50.99
"2020-09-18 21:02:00",2317,21.1,97.5,993,29,0.887,105,50.99
"2020-09-18 22:02:00",2318,21,97.6,993,29,0.886,105,50.99
"2020-09-18 23:02:00",2319,20.8,97.8,993,29,0.889,105,50.99
"2020-09-19 00:02:00",2320,20.7,94,993,29,0.888,105,50.99
"2020-09-19 01:02:00",2321,20.5,94.1,993,29,0.887,105,50.99
"2020-09-19 02:02:00",2322,20.5,94.3,992,29,0.887,105,50.99
"2020-09-19 03:02:00",2323,20.4,94.5,992,29,0.887,105,50.99
"2020-09-19 04:02:00",2324,20,95.3,991,29,0.887,105,50.99
"2020-09-19 05:02:00",2325,19.8,94.8,991,29,0.888,105,50.99
"2020-09-19 06:02:00",2326,19.8,95,991,29,0.888,105,50.99
"2020-09-19 07:02:00",2327,19.8,95.1,992,29,0.887,105,50.99
"2020-09-19 08:02:00",2328,20.3,95.3,992,29,0.885,105,50.99
"2020-09-19 09:02:00",2329,21.2,97.3,993,29,0.886,105,50.99
"2020-09-19 10:02:00",2330,23.8,84.2,992,29,0.888,105,50.99
"2020-09-19 11:02:00",2331,24.6,79.8,991,29,0.888,105,50.99
"2020-09-19 12:02:00",2332,27.3,65.1,990,29,0.888,105,50.99
"2020-09-19 13:02:00",2333,26.9,58.5,989,29,0.885,105,50.99
"2020-09-19 14:02:00",2334,26.8,59.2,988,29,0.887,105,50.99
"2020-09-19 15:02:00",2335,27.3,58.4,987,29,0.888,105,50.99
"2020-09-19 16:06:20",2336,26.4,61.8,986,29,0.888,105,50.99
"2020-09-19 17:02:00",2337,26,67.4,986,29,0.887,105,50.99
"2020-09-19 18:02:00",2338,25.6,71.2,986,29,0.886,105,50.99
"2020-09-19 19:02:00",2339,25,76,986,29,0.886,105,50.99
"2020-09-19 20:02:00",2340,22.5,93.4,986,29,0.888,105,50.99
"2020-09-19 21:02:00",2341,22.5,96.8,986,29,0.888,105,50.99
"2020-09-19 22:02:00",2342,22.2,98.3,987,29,0.889,105,50.99
"2020-09-19 23:02:00",2343,23,92.3,987,29,0.889,105,50.99
"2020-09-20 00:02:00",2344,22.8,93.6,987,29,0.886,105,50.99
"2020-09-20 01:02:00",2345,23.3,87.8,987,29,0.887,105,50.99
"2020-09-20 02:02:00",2346,22.7,90.1,987,29,0.887,105,50.99
"2020-09-20 03:02:00",2347,22,93.6,987,29,0.888,105,50.99
"2020-09-20 04:02:00",2348,21.8,95.6,987,29,0.889,105,50.99
"2020-09-20 05:02:00",2349,21.3,97.6,987,29,0.886,105,50.99
"2020-09-20 06:02:00",2350,21.2,98.1,987,29,0.887,105,50.99
"2020-09-20 07:02:00",2351,21,98.4,987,29,0.885,105,50.99
"2020-09-20 08:02:00",2352,21.2,97.7,987,29,0.886,105,50.99
"2020-09-20 09:02:00",2353,21.5,95.3,988,29,0.888,105,50.99
"2020-09-20 10:02:00",2354,22.2,89.6,988,29,0.886,105,50.99
"2020-09-20 11:02:00",2355,22.5,88.1,987,29,0.886,105,50.99
"2020-09-20 12:02:00",2356,23,86.5,987,29,0.886,105,50.99
"2020-09-20 13:02:00",2357,23.3,87.2,986,29,0.888,105,50.99
"2020-09-20 14:02:00",2358,24.6,81.6,985,29,0.888,105,50.99
"2020-09-20 15:02:00",2359,24.8,82,984,29,0.888,105,50.99
"2020-09-20 16:02:00",2360,23.5,84.7,983,29,0.889,105,50.99
"2020-09-20 17:02:00",2361,23.6,86.7,983,29,0.888,105,50.99
"2020-09-20 18:02:00",2362,22.5,94.4,983,29,0.887,105,50.99
"2020-09-20 19:02:00",2363,22.5,94.4,983,29,0.885,105,50.99
"2020-09-20 20:02:00",2364,21.7,98.1,984,29,0.888,105,50.99
"2020-09-20 21:02:00",2365,21.5,98.2,985,29,0.888,105,50.99
"2020-09-20 22:02:00",2366,21.3,97.6,985,29,0.888,105,50.99
"2020-09-20 23:02:00",2367,21,97.8,986,29,0.886,105,50.99
"2020-09-21 00:02:00",2368,20.8,94,986,29,0.887,105,50.99
"2020-09-21 01:02:00",2369,20.7,94.1,986,29,0.886,105,50.99
"2020-09-21 02:02:00",2370,20.3,94.3,986,29,0.887,105,50.99
"2020-09-21 03:02:00",2371,20.3,95.2,986,29,0.886,105,50.99
"2020-09-21 04:02:00",2372,20.2,94.6,985,29,0.886,105,50.99
"2020-09-21 05:02:00",2373,20.2,94.8,985,29,0.885,105,50.99
"2020-09-21 06:02:00",2374,20.2,95,985,29,0.886,105,50.99
"2020-09-21 07:02:00",2375,20.2,95.1,985,29,0.886,105,50.99
"2020-09-21 08:02:00",2376,20.5,95.3,985,29,0.886,105,50.99
"2020-09-21 09:02:00",2377,20.8,95.5,985,29,0.886,105,50.99
"2020-09-21 10:02:00",2378,21.2,98.7,985,29,0.885,105,50.99
"2020-09-21 11:02:00",2379,21,95.8,985,29,0.886,105,50.99
"2020-09-21 12:02:00",2380,20.8,96,985,29,0.886,105,50.99
"2020-09-21 13:02:00",2381,21.3,99,985,29,0.888,105,50.99
"2020-09-21 14:02:00",2382,21,96.3,985,29,0.888,105,50.99
"2020-09-21 15:02:00",2383,21.3,97.3,985,29,0.886,105,50.99
"2020-09-21 16:02:00",2384,21.7,93.5,985,29,0.885,105,50.99
"2020-09-21 17:02:00",2385,21,98.6,985,29,0.886,105,50.99
"2020-09-21 18:02:00",2386,20.7,97,986,29,0.887,105,50.99
"2020-09-21 19:02:00",2387,20.5,97.1,986,29,0.886,105,50.99
"2020-09-21 20:02:00",2388,20.3,97.3,987,29,0.888,105,50.99
"2020-09-21 21:02:00",2389,20.2,98.3,988,29,0.887,105,50.99
"2020-09-21 22:02:00",2390,20.2,97.6,989,29,0.885,105,50.99
"2020-09-21 23:02:00",2391,20.2,97.8,989,29,0.886,105,50.99
"2020-09-22 00:02:00",2392,20,94,989,29,0.886,105,50.99
"2020-09-22 01:02:00",2393,19.8,94.9,989,29,0.887,105,50.99
"2020-09-22 02:02:00",2394,19.7,94.3,989,29,0.886,105,50.99
"2020-09-22 03:02:00",2395,19.7,94.5,988,29,0.885,105,50.99
"2020-09-22 04:02:00",2396,19.7,94.6,988,29,0.885,105,50.99
"2020-09-22 05:02:00",2397,19.7,94.8,988,29,0.886,105,50.99
"2020-09-22 06:02:00",2398,19.4,95,989,29,0.886,105,50.99
"2020-09-22 07:02:00",2399,19,95.1,990,29,0.886,105,50.99
"2020-09-22 08:02:00",2400,18.4,96.1,991,29,0.885,105,50.99
"2020-09-22 09:02:00",2401,18.4,96.3,991,29,0.885,105,50.99
"2020-09-22 10:02:00",2402,19.2,95.6,992,29,0.887,105,50.99
"2020-09-22 11:02:00",2403,20.8,83.8,992,29,0.887,105,50.99
"2020-09-22 12:02:00",2404,21.3,83.3,992,29,0.888,105,50.99
"2020-09-22 13:02:00",2405,21.7,83.1,991,29,0.888,105,50.99
"2020-09-22 14:02:00",2406,22.2,82,990,29,0.886,105,50.99
"2020-09-22 15:02:00",2407,22,83.4,990,29,0.886,105,50.99
